algoritmo,versao,threads,tamanhoEntrada,tipoEntrada,amostra,tempoMs,score,ordenadoCorretamente
"Bubble Sort","Paralelo",8,5000,"QUASE_ORDENADA",1,1.0526,8466.14039532247,true
"Bubble Sort","Paralelo",8,5000,"QUASE_ORDENADA",2,1.1238,8400.702126465532,true
"Bubble Sort","Paralelo",8,5000,"QUASE_ORDENADA",3,1.1386,8387.62144795713,true
"Bubble Sort","Paralelo",8,5000,"QUASE_ORDENADA",4,1.1203,8403.820719736004,true
"Bubble Sort","Paralelo",8,5000,"QUASE_ORDENADA",5,0.9724,8545.375689047622,true
"Insertion Sort","Paralelo",1,5000,"QUASE_ORDENADA",1,0.2797,9791.286808625877,true
"Insertion Sort","Paralelo",1,5000,"QUASE_ORDENADA",2,0.2657,9842.633756220726,true
"Insertion Sort","Paralelo",1,5000,"QUASE_ORDENADA",3,0.2698,9827.32148516893,true
"Insertion Sort","Paralelo",1,5000,"QUASE_ORDENADA",4,0.2649,9845.649052716959,true
"Insertion Sort","Paralelo",1,5000,"QUASE_ORDENADA",5,0.2614,9858.948947841702,true
"Insertion Sort","Paralelo",2,5000,"QUASE_ORDENADA",1,0.5736,9073.130894533128,true
"Insertion Sort","Paralelo",2,5000,"QUASE_ORDENADA",2,0.4839,9243.166971916218,true
"Insertion Sort","Paralelo",2,5000,"QUASE_ORDENADA",3,0.4859,9239.042804264845,true
"Insertion Sort","Paralelo",2,5000,"QUASE_ORDENADA",4,0.4669,9278.926744061842,true
"Insertion Sort","Paralelo",2,5000,"QUASE_ORDENADA",5,0.4735,9264.89125328848,true
"Insertion Sort","Paralelo",4,5000,"QUASE_ORDENADA",1,0.5422,9129.421967454618,true
"Insertion Sort","Paralelo",4,5000,"QUASE_ORDENADA",2,0.5675,9083.821214602178,true
"Insertion Sort","Paralelo",4,5000,"QUASE_ORDENADA",3,0.6597,8933.295215466233,true
"Insertion Sort","Paralelo",4,5000,"QUASE_ORDENADA",4,0.508,9194.568617658962,true
"Insertion Sort","Paralelo",4,5000,"QUASE_ORDENADA",5,0.5241,9163.370779097022,true
"Insertion Sort","Paralelo",8,5000,"QUASE_ORDENADA",1,0.7753,8771.853467152901,true
"Insertion Sort","Paralelo",8,5000,"QUASE_ORDENADA",2,0.8126,8724.871993639803,true
"Insertion Sort","Paralelo",8,5000,"QUASE_ORDENADA",3,0.8444,8686.491020165588,true
"Insertion Sort","Paralelo",8,5000,"QUASE_ORDENADA",4,0.8374,8694.814082790122,true
"Insertion Sort","Paralelo",8,5000,"QUASE_ORDENADA",5,0.8134,8723.888143694294,true
"Quick Sort","Paralelo",1,5000,"QUASE_ORDENADA",1,0.5427,9128.500323438975,true
"Quick Sort","Paralelo",1,5000,"QUASE_ORDENADA",2,0.4904,9229.825160966844,true
"Quick Sort","Paralelo",1,5000,"QUASE_ORDENADA",3,0.4542,9306.501676601214,true
"Quick Sort","Paralelo",1,5000,"QUASE_ORDENADA",4,0.4233,9376.95197928804,true
"Quick Sort","Paralelo",1,5000,"QUASE_ORDENADA",5,0.4255,9371.768618764147,true
"Quick Sort","Paralelo",2,5000,"QUASE_ORDENADA",1,0.4966,9217.262912392403,true
"Quick Sort","Paralelo",2,5000,"QUASE_ORDENADA",2,0.4538,9307.382653934194,true
"Quick Sort","Paralelo",2,5000,"QUASE_ORDENADA",3,0.4506,9314.458558339667,true
"Quick Sort","Paralelo",2,5000,"QUASE_ORDENADA",4,0.4211,9382.162351684186,true
"Quick Sort","Paralelo",2,5000,"QUASE_ORDENADA",5,0.4086,9412.293504675956,true
"Quick Sort","Paralelo",4,5000,"QUASE_ORDENADA",1,0.5153,9180.302269753878,true
"Quick Sort","Paralelo",4,5000,"QUASE_ORDENADA",2,0.5061,9198.315407055943,true
"Quick Sort","Paralelo",4,5000,"QUASE_ORDENADA",3,0.5561,9104.11155002037,true
"Quick Sort","Paralelo",4,5000,"QUASE_ORDENADA",4,0.5585,9099.80554565114,true
"Quick Sort","Paralelo",4,5000,"QUASE_ORDENADA",5,0.65,8948.106099059425,true
"Quick Sort","Paralelo",8,5000,"QUASE_ORDENADA",1,0.9294,8590.595116473949,true
"Quick Sort","Paralelo",8,5000,"QUASE_ORDENADA",2,1.4144,8170.770618511993,true
"Quick Sort","Paralelo",8,5000,"QUASE_ORDENADA",3,0.7254,8838.370313026488,true
"Quick Sort","Paralelo",8,5000,"QUASE_ORDENADA",4,0.4944,9221.702439366589,true
"Quick Sort","Paralelo",8,5000,"QUASE_ORDENADA",5,0.4688,9274.865987740377,true
"Merge Sort","Paralelo",1,5000,"QUASE_ORDENADA",1,0.5753,9070.171879910233,true
"Merge Sort","Paralelo",1,5000,"QUASE_ORDENADA",2,0.5501,9114.958404465206,true
"Merge Sort","Paralelo",1,5000,"QUASE_ORDENADA",3,0.5329,9146.721255416393,true
"Merge Sort","Paralelo",1,5000,"QUASE_ORDENADA",4,0.5815,9059.453791677335,true
"Merge Sort","Paralelo",1,5000,"QUASE_ORDENADA",5,0.5674,9083.997421585256,true
"Merge Sort","Paralelo",2,5000,"QUASE_ORDENADA",1,0.5627,9092.314377626992,true
"Merge Sort","Paralelo",2,5000,"QUASE_ORDENADA",2,0.5253,9161.083996920042,true
"Merge Sort","Paralelo",2,5000,"QUASE_ORDENADA",3,0.5009,9208.642165017123,true
"Merge Sort","Paralelo",2,5000,"QUASE_ORDENADA",4,0.5033,9203.862711550184,true
"Merge Sort","Paralelo",2,5000,"QUASE_ORDENADA",5,0.5461,9122.255575276196,true
"Merge Sort","Paralelo",4,5000,"QUASE_ORDENADA",1,0.5783,9064.9713585461,true
"Merge Sort","Paralelo",4,5000,"QUASE_ORDENADA",2,0.5353,9142.228187268525,true
"Merge Sort","Paralelo",4,5000,"QUASE_ORDENADA",3,0.5076,9195.356249405337,true
"Merge Sort","Paralelo",4,5000,"QUASE_ORDENADA",4,0.5967,9033.653328749888,true
"Merge Sort","Paralelo",4,5000,"QUASE_ORDENADA",5,0.5291,9153.876834889747,true
"Merge Sort","Paralelo",8,5000,"QUASE_ORDENADA",1,0.5626,9092.492088012717,true
"Merge Sort","Paralelo",8,5000,"QUASE_ORDENADA",2,0.5294,9153.310055000482,true
"Merge Sort","Paralelo",8,5000,"QUASE_ORDENADA",3,0.4985,9213.444576026766,true
"Merge Sort","Paralelo",8,5000,"QUASE_ORDENADA",4,0.4894,9231.866194599868,true
"Merge Sort","Paralelo",8,5000,"QUASE_ORDENADA",5,0.4735,9264.89125328848,true
"Bubble Sort","Serial",1,10000,"QUASE_ORDENADA",1,26.0984,5951.072802490064,true
"Bubble Sort","Serial",1,10000,"QUASE_ORDENADA",2,27.7189,5890.993936378879,true
"Bubble Sort","Serial",1,10000,"QUASE_ORDENADA",3,27.0218,5916.39496001769,true
"Bubble Sort","Serial",1,10000,"QUASE_ORDENADA",4,26.6731,5929.348564108131,true
"Bubble Sort","Serial",1,10000,"QUASE_ORDENADA",5,26.7375,5926.943479456871,true
"Insertion Sort","Serial",1,10000,"QUASE_ORDENADA",1,1.1453,9074.78828399659,true
"Insertion Sort","Serial",1,10000,"QUASE_ORDENADA",2,1.1472,9073.130894533128,true
"Insertion Sort","Serial",1,10000,"QUASE_ORDENADA",3,1.1189,9098.106195885424,true
"Insertion Sort","Serial",1,10000,"QUASE_ORDENADA",4,1.0974,9117.50636031245,true
"Insertion Sort","Serial",1,10000,"QUASE_ORDENADA",5,1.1279,9090.095658952136,true
"Quick Sort","Serial",1,10000,"QUASE_ORDENADA",1,0.4511,10000.0,true
"Quick Sort","Serial",1,10000,"QUASE_ORDENADA",2,0.3894,10000.0,true
"Quick Sort","Serial",1,10000,"QUASE_ORDENADA",3,0.3851,10000.0,true
"Quick Sort","Serial",1,10000,"QUASE_ORDENADA",4,0.3719,10000.0,true
"Quick Sort","Serial",1,10000,"QUASE_ORDENADA",5,0.38,10000.0,true
"Merge Sort","Serial",1,10000,"QUASE_ORDENADA",1,0.6002,9720.892736150925,true
"Merge Sort","Serial",1,10000,"QUASE_ORDENADA",2,0.5367,9832.710040335352,true
"Merge Sort","Serial",1,10000,"QUASE_ORDENADA",3,0.5329,9839.815150235721,true
"Merge Sort","Serial",1,10000,"QUASE_ORDENADA",4,0.5063,9891.0169007008,true
"Merge Sort","Serial",1,10000,"QUASE_ORDENADA",5,0.5006,9902.338330707686,true
"Bubble Sort","Paralelo",1,10000,"QUASE_ORDENADA",1,28.4061,5866.573044231955,true
"Bubble Sort","Paralelo",1,10000,"QUASE_ORDENADA",2,26.0705,5952.139622621664,true
"Bubble Sort","Paralelo",1,10000,"QUASE_ORDENADA",3,27.8562,5886.06655654515,true
"Bubble Sort","Paralelo",1,10000,"QUASE_ORDENADA",4,26.0934,5951.263904771513,true
"Bubble Sort","Paralelo",1,10000,"QUASE_ORDENADA",5,26.3511,5941.461996314435,true
"Bubble Sort","Paralelo",2,10000,"QUASE_ORDENADA",1,6.9563,7271.388036341123,true
"Bubble Sort","Paralelo",2,10000,"QUASE_ORDENADA",2,7.5781,7185.835386379868,true
"Bubble Sort","Paralelo",2,10000,"QUASE_ORDENADA",3,6.8645,7284.663383121625,true
"Bubble Sort","Paralelo",2,10000,"QUASE_ORDENADA",4,7.2504,7230.0085095032255,true
"Bubble Sort","Paralelo",2,10000,"QUASE_ORDENADA",5,6.8336,7289.1718774869905,true
"Bubble Sort","Paralelo",4,10000,"QUASE_ORDENADA",1,2.1512,8444.529642868674,true
"Bubble Sort","Paralelo",4,10000,"QUASE_ORDENADA",2,2.2212,8412.514876925872,true
"Bubble Sort","Paralelo",4,10000,"QUASE_ORDENADA",3,2.3225,8367.92840330447,true
"Bubble Sort","Paralelo",4,10000,"QUASE_ORDENADA",4,2.1244,8457.063379847896,true
"Bubble Sort","Paralelo",4,10000,"QUASE_ORDENADA",5,2.1211,8458.617637441004,true
"Bubble Sort","Paralelo",8,10000,"QUASE_ORDENADA",1,1.4725,8823.525974592361,true
"Bubble Sort","Paralelo",8,10000,"QUASE_ORDENADA",2,1.4378,8847.369974073195,true
"Bubble Sort","Paralelo",8,10000,"QUASE_ORDENADA",3,1.4657,8828.153987184733,true
"Bubble Sort","Paralelo",8,10000,"QUASE_ORDENADA",4,1.543,8776.766086692138,true
"Bubble Sort","Paralelo",8,10000,"QUASE_ORDENADA",5,1.5082,8799.574293817579,true
"Insertion Sort","Paralelo",1,10000,"QUASE_ORDENADA",1,1.1441,9075.836473707097,true
"Insertion Sort","Paralelo",1,10000,"QUASE_ORDENADA",2,1.1199,9097.21296009926,true
"Insertion Sort","Paralelo",1,10000,"QUASE_ORDENADA",3,1.104,9111.510818027647,true
"Insertion Sort","Paralelo",1,10000,"QUASE_ORDENADA",4,1.1007,9114.504094871716,true
"Insertion Sort","Paralelo",1,10000,"QUASE_ORDENADA",5,1.0758,9137.383375332865,true
"Insertion Sort","Paralelo",2,10000,"QUASE_ORDENADA",1,0.8501,9372.826667721862,true
"Insertion Sort","Paralelo",2,10000,"QUASE_ORDENADA",2,0.7682,9474.12235209601,true
"Insertion Sort","Paralelo",2,10000,"QUASE_ORDENADA",3,0.7116,9550.650852634886,true
"Insertion Sort","Paralelo",2,10000,"QUASE_ORDENADA",4,0.6799,9596.21791011469,true
"Insertion Sort","Paralelo",2,10000,"QUASE_ORDENADA",5,0.6581,9628.804563330863,true
"Insertion Sort","Paralelo",4,10000,"QUASE_ORDENADA",1,0.5968,9726.573280287988,true
"Insertion Sort","Paralelo",4,10000,"QUASE_ORDENADA",2,0.6774,9599.901448280398,true
"Insertion Sort","Paralelo",4,10000,"QUASE_ORDENADA",3,0.6295,9673.232745492649,true
"Insertion Sort","Paralelo",4,10000,"QUASE_ORDENADA",4,0.617,9693.288325149564,true
"Insertion Sort","Paralelo",4,10000,"QUASE_ORDENADA",5,0.6212,9686.504677754421,true
"Insertion Sort","Paralelo",8,10000,"QUASE_ORDENADA",1,0.8726,9346.705646461878,true
"Insertion Sort","Paralelo",8,10000,"QUASE_ORDENADA",2,4.6032,7684.048872246288,true
"Insertion Sort","Paralelo",8,10000,"QUASE_ORDENADA",3,0.9347,9277.963494401734,true
"Insertion Sort","Paralelo",8,10000,"QUASE_ORDENADA",4,0.8157,9414.130577325133,true
"Insertion Sort","Paralelo",8,10000,"QUASE_ORDENADA",5,0.8228,9405.464769794704,true
"Quick Sort","Paralelo",1,10000,"QUASE_ORDENADA",1,0.7163,9544.06820477261,true
"Quick Sort","Paralelo",1,10000,"QUASE_ORDENADA",2,0.694,9575.693088043447,true
"Quick Sort","Paralelo",1,10000,"QUASE_ORDENADA",3,0.6911,9579.880227472986,true
"Quick Sort","Paralelo",1,10000,"QUASE_ORDENADA",4,0.6995,9567.799804406397,true
"Quick Sort","Paralelo",1,10000,"QUASE_ORDENADA",5,0.7131,9548.545295381624,true
"Quick Sort","Paralelo",2,10000,"QUASE_ORDENADA",1,0.6855,9588.015699606507,true
"Quick Sort","Paralelo",2,10000,"QUASE_ORDENADA",2,0.6787,9597.984314945545,true
"Quick Sort","Paralelo",2,10000,"QUASE_ORDENADA",3,0.7001,9566.942476524582,true
"Quick Sort","Paralelo",2,10000,"QUASE_ORDENADA",4,0.6529,9636.736960634433,true
"Quick Sort","Paralelo",2,10000,"QUASE_ORDENADA",5,0.7245,9532.686336573208,true
"Quick Sort","Paralelo",4,10000,"QUASE_ORDENADA",1,0.7482,9500.500146245397,true
"Quick Sort","Paralelo",4,10000,"QUASE_ORDENADA",2,0.6762,9601.674378398406,true
"Quick Sort","Paralelo",4,10000,"QUASE_ORDENADA",3,0.617,9693.288325149564,true
"Quick Sort","Paralelo",4,10000,"QUASE_ORDENADA",4,0.6077,9708.475079970589,true
"Quick Sort","Paralelo",4,10000,"QUASE_ORDENADA",5,0.5858,9745.175794848945,true
"Quick Sort","Paralelo",8,10000,"QUASE_ORDENADA",1,0.6767,9600.93527543063,true
"Quick Sort","Paralelo",8,10000,"QUASE_ORDENADA",2,0.5999,9721.392664499945,true
"Quick Sort","Paralelo",8,10000,"QUASE_ORDENADA",3,0.6344,9665.47941862545,true
"Quick Sort","Paralelo",8,10000,"QUASE_ORDENADA",4,0.6363,9662.48912869527,true
"Quick Sort","Paralelo",8,10000,"QUASE_ORDENADA",5,0.7054,9559.40117066854,true
"Merge Sort","Paralelo",1,10000,"QUASE_ORDENADA",1,0.8408,9383.825907861054,true
"Merge Sort","Paralelo",1,10000,"QUASE_ORDENADA",2,0.8182,9411.070662115948,true
"Merge Sort","Paralelo",1,10000,"QUASE_ORDENADA",3,0.8119,9418.799657794189,true
"Merge Sort","Paralelo",1,10000,"QUASE_ORDENADA",4,0.7466,9502.640741690919,true
"Merge Sort","Paralelo",1,10000,"QUASE_ORDENADA",5,0.7289,9526.631989913805,true
"Merge Sort","Paralelo",2,10000,"QUASE_ORDENADA",1,0.84,9384.777755593157,true
"Merge Sort","Paralelo",2,10000,"QUASE_ORDENADA",2,0.8696,9350.14927137052,true
"Merge Sort","Paralelo",2,10000,"QUASE_ORDENADA",3,0.7986,9435.315313140558,true
"Merge Sort","Paralelo",2,10000,"QUASE_ORDENADA",4,0.7981,9435.941554891708,true
"Merge Sort","Paralelo",2,10000,"QUASE_ORDENADA",5,0.7577,9487.883889150591,true
"Merge Sort","Paralelo",4,10000,"QUASE_ORDENADA",1,0.8623,9358.578639282448,true
"Merge Sort","Paralelo",4,10000,"QUASE_ORDENADA",2,0.7752,9465.052107377243,true
"Merge Sort","Paralelo",4,10000,"QUASE_ORDENADA",3,0.7669,9475.815923246979,true
"Merge Sort","Paralelo",4,10000,"QUASE_ORDENADA",4,0.7201,9538.777567110903,true
"Merge Sort","Paralelo",4,10000,"QUASE_ORDENADA",5,0.7086,9554.875316016498,true
"Merge Sort","Paralelo",8,10000,"QUASE_ORDENADA",1,0.7846,9453.000074105043,true
"Merge Sort","Paralelo",8,10000,"QUASE_ORDENADA",2,0.8411,9383.46919845288,true
"Merge Sort","Paralelo",8,10000,"QUASE_ORDENADA",3,0.7607,9483.932656061888,true
"Merge Sort","Paralelo",8,10000,"QUASE_ORDENADA",4,0.7241,9533.238553942068,true
"Merge Sort","Paralelo",8,10000,"QUASE_ORDENADA",5,0.7349,9518.434702723236,true
"Bubble Sort","Serial",1,100000,"QUASE_ORDENADA",1,3355.3906,3427.605256555777,true
"Bubble Sort","Serial",1,100000,"QUASE_ORDENADA",2,3361.9762,3425.7082035917633,true
"Bubble Sort","Serial",1,100000,"QUASE_ORDENADA",3,3343.4046,3431.0678388023607,true
"Bubble Sort","Serial",1,100000,"QUASE_ORDENADA",4,3472.419,3394.453624860314,true
"Bubble Sort","Serial",1,100000,"QUASE_ORDENADA",5,3447.0794,3401.532850004677,true
"Insertion Sort","Serial",1,100000,"QUASE_ORDENADA",1,109.1206,6821.562383423959,true
"Insertion Sort","Serial",1,100000,"QUASE_ORDENADA",2,107.1995,6839.3053013471745,true
"Insertion Sort","Serial",1,100000,"QUASE_ORDENADA",3,108.4507,6827.71369247793,true
"Insertion Sort","Serial",1,100000,"QUASE_ORDENADA",4,107.5309,6836.221948114942,true
"Insertion Sort","Serial",1,100000,"QUASE_ORDENADA",5,108.5706,6826.609929400721,true
"Quick Sort","Serial",1,100000,"QUASE_ORDENADA",1,4.6921,9967.092141432386,true
"Quick Sort","Serial",1,100000,"QUASE_ORDENADA",2,4.6184,9982.923323139194,true
"Quick Sort","Serial",1,100000,"QUASE_ORDENADA",3,5.479,9812.057650913033,true
"Quick Sort","Serial",1,100000,"QUASE_ORDENADA",4,5.1072,9882.325226832801,true
"Quick Sort","Serial",1,100000,"QUASE_ORDENADA",5,4.5905,9988.982418315009,true
"Merge Sort","Serial",1,100000,"QUASE_ORDENADA",1,6.223,9684.735587446941,true
"Merge Sort","Serial",1,100000,"QUASE_ORDENADA",2,6.6886,9612.587764056363,true
"Merge Sort","Serial",1,100000,"QUASE_ORDENADA",3,6.731,9606.269051676436,true
"Merge Sort","Serial",1,100000,"QUASE_ORDENADA",4,6.2825,9675.22029756121,true
"Merge Sort","Serial",1,100000,"QUASE_ORDENADA",5,6.4713,9645.613160189789,true
"Bubble Sort","Paralelo",1,100000,"QUASE_ORDENADA",1,3384.0575,3419.3753340762537,true
"Bubble Sort","Paralelo",1,100000,"QUASE_ORDENADA",2,3386.3348,3418.724638178561,true
"Bubble Sort","Paralelo",1,100000,"QUASE_ORDENADA",3,3362.5614,3425.5398160896984,true
"Bubble Sort","Paralelo",1,100000,"QUASE_ORDENADA",4,3362.3382,3425.6040368713498,true
"Bubble Sort","Paralelo",1,100000,"QUASE_ORDENADA",5,3383.3848,3419.5676320478788,true
"Bubble Sort","Paralelo",2,100000,"QUASE_ORDENADA",1,1026.2682,4589.451448116723,true
"Bubble Sort","Paralelo",2,100000,"QUASE_ORDENADA",2,1035.8672,4580.23662430021,true
"Bubble Sort","Paralelo",2,100000,"QUASE_ORDENADA",3,1057.0096,4560.241019928312,true
"Bubble Sort","Paralelo",2,100000,"QUASE_ORDENADA",4,1048.8662,4567.894452367361,true
"Bubble Sort","Paralelo",2,100000,"QUASE_ORDENADA",5,1067.5784,4550.39648012078,true
"Bubble Sort","Paralelo",4,100000,"QUASE_ORDENADA",1,252.6407,5983.480364724557,true
"Bubble Sort","Paralelo",4,100000,"QUASE_ORDENADA",2,260.211,5954.031354985727,true
"Bubble Sort","Paralelo",4,100000,"QUASE_ORDENADA",3,254.1652,5977.479443130387,true
"Bubble Sort","Paralelo",4,100000,"QUASE_ORDENADA",4,256.8051,5967.172792730056,true
"Bubble Sort","Paralelo",4,100000,"QUASE_ORDENADA",5,253.0536,5981.851480558943,true
"Bubble Sort","Paralelo",8,100000,"QUASE_ORDENADA",1,74.6682,7200.617569651552,true
"Bubble Sort","Paralelo",8,100000,"QUASE_ORDENADA",2,68.3031,7289.653109269835,true
"Bubble Sort","Paralelo",8,100000,"QUASE_ORDENADA",3,71.5093,7243.812791241381,true
"Bubble Sort","Paralelo",8,100000,"QUASE_ORDENADA",4,71.8631,7238.880917685923,true
"Bubble Sort","Paralelo",8,100000,"QUASE_ORDENADA",5,70.8338,7253.297264307319,true
"Insertion Sort","Paralelo",1,100000,"QUASE_ORDENADA",1,108.9244,6823.360052563399,true
"Insertion Sort","Paralelo",1,100000,"QUASE_ORDENADA",2,109.3312,6819.6363724093835,true
"Insertion Sort","Paralelo",1,100000,"QUASE_ORDENADA",3,113.0487,6786.236614129695,true
"Insertion Sort","Paralelo",1,100000,"QUASE_ORDENADA",4,110.7152,6807.070866201002,true
"Insertion Sort","Paralelo",1,100000,"QUASE_ORDENADA",5,110.0771,6812.844601204797,true
"Insertion Sort","Paralelo",2,100000,"QUASE_ORDENADA",1,35.4819,7944.257513732789,true
"Insertion Sort","Paralelo",2,100000,"QUASE_ORDENADA",2,34.7362,7965.490395819318,true
"Insertion Sort","Paralelo",2,100000,"QUASE_ORDENADA",3,42.2536,7769.658354453175,true
"Insertion Sort","Paralelo",2,100000,"QUASE_ORDENADA",4,40.0841,7822.346478700963,true
"Insertion Sort","Paralelo",2,100000,"QUASE_ORDENADA",5,35.8644,7933.538884636306,true
"Insertion Sort","Paralelo",4,100000,"QUASE_ORDENADA",1,10.8232,9131.341712806554,true
"Insertion Sort","Paralelo",4,100000,"QUASE_ORDENADA",2,10.6508,9147.396960593496,true
"Insertion Sort","Paralelo",4,100000,"QUASE_ORDENADA",3,10.8437,9129.449629905868,true
"Insertion Sort","Paralelo",4,100000,"QUASE_ORDENADA",4,10.876,9126.475692286063,true
"Insertion Sort","Paralelo",4,100000,"QUASE_ORDENADA",5,11.1874,9098.249187699259,true
"Insertion Sort","Paralelo",8,100000,"QUASE_ORDENADA",1,6.1659,9693.953010706455,true
"Insertion Sort","Paralelo",8,100000,"QUASE_ORDENADA",2,5.7395,9765.610759799785,true
"Insertion Sort","Paralelo",8,100000,"QUASE_ORDENADA",3,6.1128,9702.601657750769,true
"Insertion Sort","Paralelo",8,100000,"QUASE_ORDENADA",4,6.277,9676.09607366488,true
"Insertion Sort","Paralelo",8,100000,"QUASE_ORDENADA",5,5.5357,9801.762794342534,true
"Quick Sort","Paralelo",1,100000,"QUASE_ORDENADA",1,5.2729,9850.397696747918,true
"Quick Sort","Paralelo",1,100000,"QUASE_ORDENADA",2,5.304,9844.517250680095,true
"Quick Sort","Paralelo",1,100000,"QUASE_ORDENADA",3,5.2309,9858.394425200086,true
"Quick Sort","Paralelo",1,100000,"QUASE_ORDENADA",4,5.3564,9834.686919896454,true
"Quick Sort","Paralelo",1,100000,"QUASE_ORDENADA",5,5.0922,9885.266428452198,true
"Quick Sort","Paralelo",2,100000,"QUASE_ORDENADA",1,3.0772,10000.0,true
"Quick Sort","Paralelo",2,100000,"QUASE_ORDENADA",2,2.9865,10000.0,true
"Quick Sort","Paralelo",2,100000,"QUASE_ORDENADA",3,3.2148,10000.0,true
"Quick Sort","Paralelo",2,100000,"QUASE_ORDENADA",4,3.4126,10000.0,true
"Quick Sort","Paralelo",2,100000,"QUASE_ORDENADA",5,2.7622,10000.0,true
"Quick Sort","Paralelo",4,100000,"QUASE_ORDENADA",1,2.4568,10000.0,true
"Quick Sort","Paralelo",4,100000,"QUASE_ORDENADA",2,2.6854,10000.0,true
"Quick Sort","Paralelo",4,100000,"QUASE_ORDENADA",3,2.8071,10000.0,true
"Quick Sort","Paralelo",4,100000,"QUASE_ORDENADA",4,2.9853,10000.0,true
"Quick Sort","Paralelo",4,100000,"QUASE_ORDENADA",5,2.2303,10000.0,true
"Quick Sort","Paralelo",8,100000,"QUASE_ORDENADA",1,2.4431,10000.0,true
"Quick Sort","Paralelo",8,100000,"QUASE_ORDENADA",2,2.7918,10000.0,true
"Quick Sort","Paralelo",8,100000,"QUASE_ORDENADA",3,2.5918,10000.0,true
"Quick Sort","Paralelo",8,100000,"QUASE_ORDENADA",4,2.3081,10000.0,true
"Quick Sort","Paralelo",8,100000,"QUASE_ORDENADA",5,2.1045,10000.0,true
"Merge Sort","Paralelo",1,100000,"QUASE_ORDENADA",1,6.1522,9696.177243649989,true
"Merge Sort","Paralelo",1,100000,"QUASE_ORDENADA",2,6.3797,9659.868185627727,true
"Merge Sort","Paralelo",1,100000,"QUASE_ORDENADA",3,6.1571,9695.381146601492,true
"Merge Sort","Paralelo",1,100000,"QUASE_ORDENADA",4,6.4487,9649.111389784955,true
"Merge Sort","Paralelo",1,100000,"QUASE_ORDENADA",5,6.4246,9652.855336872633,true
"Merge Sort","Paralelo",2,100000,"QUASE_ORDENADA",1,4.4885,10000.0,true
"Merge Sort","Paralelo",2,100000,"QUASE_ORDENADA",2,3.9919,10000.0,true
"Merge Sort","Paralelo",2,100000,"QUASE_ORDENADA",3,3.95,10000.0,true
"Merge Sort","Paralelo",2,100000,"QUASE_ORDENADA",4,3.978,10000.0,true
"Merge Sort","Paralelo",2,100000,"QUASE_ORDENADA",5,3.7335,10000.0,true
"Merge Sort","Paralelo",4,100000,"QUASE_ORDENADA",1,3.2502,10000.0,true
"Merge Sort","Paralelo",4,100000,"QUASE_ORDENADA",2,3.1322,10000.0,true
"Merge Sort","Paralelo",4,100000,"QUASE_ORDENADA",3,3.0264,10000.0,true
"Merge Sort","Paralelo",4,100000,"QUASE_ORDENADA",4,3.0054,10000.0,true
"Merge Sort","Paralelo",4,100000,"QUASE_ORDENADA",5,2.6213,10000.0,true
"Merge Sort","Paralelo",8,100000,"QUASE_ORDENADA",1,2.8304,10000.0,true
"Merge Sort","Paralelo",8,100000,"QUASE_ORDENADA",2,2.526,10000.0,true
"Merge Sort","Paralelo",8,100000,"QUASE_ORDENADA",3,2.631,10000.0,true
"Merge Sort","Paralelo",8,100000,"QUASE_ORDENADA",4,7.2237,9535.630412348102,true
"Merge Sort","Paralelo",8,100000,"QUASE_ORDENADA",5,2.8505,10000.0,true
"Bubble Sort","Serial",1,1000,"INVERTIDA",1,0.3322,8010.105505618876,true
"Bubble Sort","Serial",1,1000,"INVERTIDA",2,0.3872,7856.956327619277,true
"Bubble Sort","Serial",1,1000,"INVERTIDA",3,2.137,6150.487022508483,true
"Bubble Sort","Serial",1,1000,"INVERTIDA",4,1.9904,6221.408077197867,true
"Bubble Sort","Serial",1,1000,"INVERTIDA",5,1.7279,6362.574889543395,true
"Insertion Sort","Serial",1,1000,"INVERTIDA",1,0.1866,8586.729852143415,true
"Insertion Sort","Serial",1,1000,"INVERTIDA",2,0.1849,8595.880302479296,true
"Insertion Sort","Serial",1,1000,"INVERTIDA",3,0.1786,8630.540473574794,true
"Insertion Sort","Serial",1,1000,"INVERTIDA",4,0.1755,8648.04699966003,true
"Insertion Sort","Serial",1,1000,"INVERTIDA",5,0.1737,8658.354569633117,true
"Quick Sort","Serial",1,1000,"INVERTIDA",1,0.0521,9862.397707847795,true
"Quick Sort","Serial",1,1000,"INVERTIDA",2,0.0242,10000.0,true
"Quick Sort","Serial",1,1000,"INVERTIDA",3,0.0214,10000.0,true
"Quick Sort","Serial",1,1000,"INVERTIDA",4,0.0204,10000.0,true
"Quick Sort","Serial",1,1000,"INVERTIDA",5,0.0201,10000.0,true
"Merge Sort","Serial",1,1000,"INVERTIDA",1,0.0412,10000.0,true
"Merge Sort","Serial",1,1000,"INVERTIDA",2,0.0342,10000.0,true
"Merge Sort","Serial",1,1000,"INVERTIDA",3,0.0349,10000.0,true
"Merge Sort","Serial",1,1000,"INVERTIDA",4,0.0347,10000.0,true
"Merge Sort","Serial",1,1000,"INVERTIDA",5,0.0347,10000.0,true
"Bubble Sort","Paralelo",1,1000,"INVERTIDA",1,0.4077,7805.386565052004,true
"Bubble Sort","Paralelo",1,1000,"INVERTIDA",2,0.4801,7641.996127216248,true
"Bubble Sort","Paralelo",1,1000,"INVERTIDA",3,0.397,7831.971198493435,true
